id,name,domain,language,framework,difficulty,skills,team_size,description
635,Cloud Storage 635,AI,Python,Vue.js,Advanced,JavaScript|Vue.js|API Integration,4,Build a ai project using Python and Vue.js framework.
636,Virtual Machine 636,DevOps,Java,Flask,Beginner,Java|Spring|Microservices,2,Build a devops project using Java and Flask framework.
637,Strategy Game 637,Blockchain,Python,Django,Expert,DevOps|Docker|Kubernetes,1,Build a blockchain project using Python and Django framework.
638,Stock Analyzer 638,IoT,Ruby,Nuxt,Intermediate,Cybersecurity|Encryption|Penetration Testing,3,Build a iot project using Ruby and Nuxt framework.
639,Password Manager 639,DevOps,Java,Vue.js,Intermediate,JavaScript|React|Node.js,1,Build a devops project using Java and Vue.js framework.
640,Social Network 640,Game Development,Ruby,Angular,Advanced,JavaScript|Vue.js|API Integration,2,Build a game development project using Ruby and Angular framework.
641,Blog Platform 641,Game Development,C#,Flask,Expert,Blockchain|Smart Contracts|Crypto,1,Build a game development project using C# and Flask framework.
642,Analytics Tool 642,Game Development,C#,Nuxt,Advanced,Python|NLP|Text Processing,4,Build a game development project using C# and Nuxt framework.
643,Backup Tool 643,AI,C++,Ember,Beginner,Python|ML|Data Analysis,2,Build a ai project using C++ and Ember framework.
644,Payment Gateway 644,Game Development,Rust,Svelte,Advanced,Rust|Memory Safety|Performance,3,Build a game development project using Rust and Svelte framework.
645,Virtual Machine 645,IoT,TypeScript,FastAPI,Beginner,Cybersecurity|Encryption|Penetration Testing,3,Build a iot project using TypeScript and FastAPI framework.
646,CRM System 646,DevOps,Rust,Flask,Beginner,Python|Data Analysis|Visualization,5,Build a devops project using Rust and Flask framework.
647,E-Commerce 647,AI,Java,Express,Beginner,DevOps|Docker|Kubernetes,1,Build a ai project using Java and Express framework.
648,Image Classifier 648,Blockchain,Ruby,Spring Boot,Intermediate,JavaScript|React|Node.js|Database,3,Build a blockchain project using Ruby and Spring Boot framework.
649,ChatBot 649,Data Science,JavaScript,Vue.js,Intermediate,JavaScript|Vue.js|API Integration,4,Build a data science project using JavaScript and Vue.js framework.
650,REST API 650,Machine Learning,JavaScript,Django,Expert,Python|Data Analysis|Visualization,5,Build a machine learning project using JavaScript and Django framework.
